tweet,label
unilag student like us wey they stay for hostel we no too dey form na bedbugs rush us ‍️‍️‍️,2
all these na famzing dem wan cause quarrel bw baba and prof it wee nor work,2
they are nice beautiful till u wan marry demmoney u will spend is enough to buy lands and build houses then after u marry dem once dem born chai oluwa fatty,2
u dey mind dem lol,0
your blood will give no peace to all the police and animals called sars enipa gunugun kii kaadun eni pa akalamagbo gan kii kaasu all of una sars na untimely death dey knock una doors,2
guys make una calm down na e never do you no be only me do this oh allow my phone rest abeg ‍️,2
you sef know say i no fit wash you when e reach ball matter,0
na this kain content i dey like sign for,2
lmfaooooooooooooo na why church dey tire me rich person testimony dey different always different from broke person own,2
no vex oh abeg wetin million wan buy again gone are the days when million naira sounds cool,2
lmao jose mourinho and his supporters go dey alright abeg im just glad hes not my problem anymore make i just see how we fit start this agenda to get pochettino in,0
na wetin dey make me jam ict with agriculture be that o im not proud of it please retweet my pinned tweet,2
my brother o dem don use am play me before na your turn relax,0
you wey dey get spam dms sef thank god,0
me sef dey find am,0
guy dont forget your roots you dey go buzz white man for him handle to call am that kind name na wetin you chop before you log in who teach you slangs you better delete the tweet he is kuku saying the truth but una no dey gree year truth leicester city go tear una,2
you don dey ment me wan dey near nice smelling man nao,0
bro no one would have said my mind better than this tweet loads of times i see mistakes after im done editing but when i post it out every one is like crazy mad job and im like una no dey see this mistakes lol,0
na actually the third is the severe acute respiratory syndrome but the most sifia is actually the sars wey dey beat,2
can i follow you again like youre spitting the truth read bible and hear the truth from the source no na to dey find miracle waka like leaf wey wind dey carry any were breeze blow e follow how wont you fall into the hands of scammers,2
why be say na now wey beans be k for bag i begin like beans bayi gas to cook am sef no dey smile,2
e be like say this one dey ment you dey order drink on our date without my knowledge andn on my absent what if i couldnt make it down omo angel for heaven don use this one learn work already,2
weekend came early i design engagement beaded jewelry for couples and we dey set ham well make e sit kampe on outfits kindly help rt my customers might be in your tl thanks,0
i wan here una mind on top this matter as a man you prefer make your wife be full time house wife and why or you prefer to marry career woman if so why make we yarn on top una ogbonge frequency wey be tincity fm jos drop your mind inside the comment box,1
f u t u r e i n y o u r e y e s is a project im super proud of and it simply reflects my heart felt passion towards what i love and im grateful to and rhymebamz for,2
people im not friends with speaking pidgin withto me doesnt sit well with me funny that im here is even shorter than i don show,1
dey don come see them even my chairman don dey hail megooday sir,0
wizkid fc i de call on all of una to help stream my music abeg me sef na fc too,2
lmaooo i swear i no see the tweet wey you dey reply to but i don get now okay nice one,0
grandma you will celebrate but after d remaining na god hand e dey kudos u ma,0
try dey smile e dey neccessary,0
mans brought out clothes for hommie to help him wash i wan act like say i wan help wash am i know him go say leave am buh my village people fit cast me him go pack am gimme,2
na clitoris hin wan talk vagina ke vagina usa tweet ur location,2
they will always bring up a different story since dem dey play us like a soccer game apcpdp and every goddamn political parties in nigeria are all the same na their name different the monsters you made don come back to haunt you,2
my guy introduce en father to scam btc purchase company en father buy k dollars worth of btc btc no show efcc investigate na en son be the company ceo na we still dey settle oo,2
we don come again oh as we de slash commot from all your k and above order this love season plus free delivery to anywhere in the country you see as e de work dm us today to place your correct order rush,0
didnt see this coming so just like that im now a car owner god who am i that youre so mindful of me so no trekking anymore no waiting for taxi now na me go dey drive dey go gas station go buy fuel words alone cant express how much i need of a car right now,2
on this toilet seat i cut this weed if e like e cast me im tired,2
cos na something wey you fit do na,0
aswear o e save her name with mami m,2
make una come see una uncle o,2
omo dey cook abeg im not saying this because i like spaghetti the food make brain kindly patronize my bestie,0
e dey pain me like sey na me,0
even for relationship na so dem dey leave,2
big man like you na alarm dey wake you up you dont have any peng ting that wakes you up,0
see as i dey sidon dey watch palace v leeds like say na champions league game say what you will about the premier league but its definitely the most exciting league to watch,0
as i dey talk with you now ehn anything is possible me sef dey yankee this minute dey enjoy snow,0
by far the worst world cup team i have seen since lost to wonder how this panama team qualified sef making the team look good,2
guy my garri done dey finish and we still get days to go for the lockdown nah die i dey like this ooh,2
